similar_function,path
/src/ATen/native/TensorCompare-_assert_async_cpu,/src/ATen/native/UnaryOps-positive,/src/ATen/native/mkldnn/UnaryOps-mkldnn_sigmoid,/src/ATen/native/mkldnn/UnaryOps-mkldnn_tanh,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorCompare-argmax,/src/ATen/native/TensorCompare-argmin,/src/ATen/native/TensorCompare-argsort,/src/ATen/native/ReduceOps-any,/src/ATen/native/ReduceOps-all,/src/ATen/native/NamedTensor-sort0,/,/,/,/,/,/,/,/,/
/src/ATen/native/Convolution-conv1d,/src/ATen/native/Convolution-conv2d,/src/ATen/native/Convolution-conv3d,/src/ATen/native/Convolution-conv_transpose1d,/src/ATen/native/Convolution-conv_transpose2d,/src/ATen/native/Convolution-conv_transpose3d,/,/,/,/,/,/,/,/,/
/src/ATen/native/Convolution-conv1d0,/src/ATen/native/Convolution-conv2d0,/src/ATen/native/Convolution-conv3d0,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/attention-bmm_nt,/src/ATen/native/attention-bmm_nn,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/ForeachOpsKernels-check_foreach_api_restrictions3,/src/ATen/native/ForeachOpsKernels-check_foreach_api_restrictions13,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorTransformations-fliplr,/src/ATen/native/TensorTransformations-flipud,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/TensorTransformations-atleast_2d,/src/ATen/native/TensorTransformations-atleast_3d,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/NaiveConvolutionTranspose2d-slow_conv_transpose2d_acc_grad_parameters_cpu,/src/ATen/native/NaiveConvolutionTranspose3d-slow_conv_transpose3d_acc_grad_parameters_cpu,/,/,/,/,/,/,/,/,/,/,/,/,/
/src/ATen/native/AffineGridGenerator-make_base_grid_4D,/src/ATen/native/AffineGridGenerator-make_base_grid_5D,/,/,/,/,/,/,/,/,/,/,/,/,/
